chamber_pressure_bar,temperature_K,rpm,fuel_flow_kg_s,vibration_mm_s
105.42176880969811,3827,27824,246.5,5.75
105.44544139776995,3847,27692,247.8,5.7
105.9964212197269,3842,27576,247.3,5.76
105.9658722541861,3861,27487,248.5,5.88
106.54795720895554,3866,27512,249.2,5.88
107.17834056770002,3852,27566,248.7,5.99
107.00332534122096,3851,27451,247.0,6.08
107.1842499790787,3855,27588,247.5,6.22
107.90936210259761,3860,27725,245.7,6.28
108.44939454258106,3876,27753,243.9,6.36
109.1827302252206,3888,27731,242.4,6.24
109.00809509904653,3892,27848,243.2,6.26
109.25028436472695,3882,27715,244.0,6.09
109.40760188487316,3871,27573,243.5,6.19
110,3881,27568,244.3,6.19
110,3861,27576,244.3,6.19
110,3879,27661,246.2,6.06
109.55019517969146,3876,27651,246.5,6.25
109.52636303279449,3867,27562,245.0,6.42
109.6949720406656,3872,27680,246.6,6.41
109.89481614586053,3856,27572,247.0,6.53
109.72065670159934,3854,27432,245.9,6.67
109.68003889600782,3863,27421,244.8,6.59
109.42838947212546,3849,27276,244.9,6.6
109.63453427508351,3837,27372,246.3,6.67
109.96455635558428,3833,27266,246.2,6.78
109.2760115381417,3834,27298,247.4,6.58
109.2978592046128,3854,27378,246.1,6.5
109.22596871280992,3859,27521,246.0,6.37
109.79315060162483,3875,27470,247.4,6.43
110,3891,27552,248.6,6.62
110,3900,27674,247.3,6.6
109.31658553779978,3880,27763,247.5,6.6
109.16965918140609,3891,27768,245.9,6.54
109.53353331333017,3895,27773,244.3,6.39
109.4711556564816,3879,27832,243.3,6.42
109.58915855862347,3895,27755,244.1,6.3
109.5755749666055,3900,27793,244.4,6.38
110,3900,27708,245.2,6.51
109.9342612266646,3900,27599,245.9,6.32
110,3887,27506,246.4,6.18
110,3895,27418,244.7,6.21
109.70275451427074,3900,27406,245.6,6.23
110,3900,27522,246.6,6.18
109.41455978213999,3882,27658,248.2,6.03
110,3889,27624,247.7,5.96
110,3897,27577,248.5,6.14
109.83861136096002,3900,27429,248.2,6.15
110,3900,27574,246.3,6.14
110,3892,27696,247.3,6.2
110,3886,27760,247.9,6.22
109.56139445653316,3894,27880,246.8,6.22
110,3887,27849,244.9,6.26
109.71674659075796,3881,27865,244.3,6.2
109.38044606122178,3863,27899,243.6,6.04
109.24881141798569,3862,27964,244.2,6.0
109.54439363702144,3849,27829,244.9,6.19
109.61988778238454,3857,27739,244.9,6.36
110,3849,27714,243.3,6.2
109.69894679784865,3837,27751,242.7,6.02
109.03098558119176,3834,27796,243.0,5.97
108.80038743693548,3826,27700,242.3,6.0
108.19777065837916,3812,27739,244.1,5.87
107.97716733937939,3818,27619,245.4,5.94
107.4628423541386,3825,27690,244.1,5.74
106.91403445336523,3815,27654,243.2,5.66
106.17424263065531,3809,27655,242.8,5.68
105.84685597006936,3805,27513,243.7,5.5
106.1926857128424,3810,27633,243.4,5.6
106.69584962487635,3797,27689,244.7,5.48
106.81364067145215,3792,27548,243.6,5.29
106.54614980928902,3791,27536,244.1,5.45
106.30496754803495,3799,27487,245.2,5.5
105.81146557052226,3802,27447,243.7,5.49
105.65836499132438,3808,27323,245.0,5.43
104.94330022918021,3816,27468,245.5,5.24
105.50713500152278,3836,27438,246.5,5.25
105.44509259740146,3852,27305,245.4,5.45
106.05250806419428,3872,27218,246.9,5.63
106.00178087222581,3887,27279,248.3,5.74
105.81613573474829,3869,27184,248.7,5.84
106.47805981047695,3850,27087,247.8,5.76
105.89679407369805,3843,27017,248.9,5.89
106.36419604655477,3853,27000,246.8,5.71
105.6059357080157,3868,27128,247.8,5.65
105.32977290215335,3880,27231,246.5,5.74
105.36101161974048,3897,27305,245.8,5.59
104.63822985234896,3897,27155,245.5,5.56
104.57263769441755,3900,27056,243.8,5.52
104.57729046923018,3900,27174,245.3,5.65
104.33468359250145,3891,27223,244.1,5.69
105.04651196923805,3888,27248,242.7,5.82
104.59314714130709,3870,27291,242.6,5.78
105.06591282902536,3850,27428,243.5,5.91
105.05327703619818,3842,27299,244.3,5.81
104.42321765350798,3841,27291,244.4,5.64
103.97654688031113,3849,27177,244.3,5.46
104.48891850503226,3853,27241,245.5,5.49
104.17656985209396,3865,27106,245.3,5.62
104.18025656551873,3872,27057,245.8,5.72
104.39775589484167,3892,27077,244.3,5.65
105.04970705938726,3886,27017,244.0,5.56
104.76630153110644,3876,27000,245.0,5.67
104.3167878390617,3892,27145,244.1,5.83
103.74942120315399,3900,27128,243.5,5.7
103.97738208704739,3894,27154,243.5,5.89
104.7154137380514,3882,27152,243.0,5.96
104.19286736906834,3893,27077,243.7,5.98
104.44274706736084,3900,27061,242.7,6.12
104.16301295313009,3900,27136,244.4,5.98
103.95159110134225,3900,27043,243.1,6.1
103.4530947529344,3896,27109,242.3,6.01
103.83817545506797,3878,27170,241.7,6.01
103.36637988421323,3868,27208,241.9,6.16
103.15898326747077,3850,27172,243.3,6.0
102.39963065591556,3834,27071,242.1,6.08
101.70257068084827,3839,27216,244.2,5.89
101.22154593747871,3857,27313,243.5,6.01
101.40989048630094,3855,27462,245.3,5.93
101.54020853028955,3848,27325,246.9,5.98
101.3943553046637,3862,27404,245.3,5.86
101.06707133712881,3872,27367,246.7,5.9
101.8026774033504,3872,27258,246.8,5.83
101.63738659036733,3889,27327,247.6,5.78
101.39463067012713,3899,27399,245.5,5.6
100.79104439388955,3899,27337,247.1,5.44
100.17396890005708,3898,27434,247.1,5.45
100.20416984952708,3885,27434,246.6,5.61
100.28560360075895,3888,27361,246.0,5.42
100.16203693696785,3887,27353,244.4,5.47
100.95271027332177,3884,27442,244.0,5.52
101.0493231984536,3885,27477,243.9,5.7
101.46531875692669,3900,27374,244.2,5.88
102.15756593485976,3892,27324,245.5,5.79
102.14694597665827,3900,27320,244.3,5.76
101.9373545725616,3891,27251,245.6,5.88
101.93949266327841,3897,27325,243.8,5.73
102.46498092959037,3890,27288,242.3,5.54
102.35814148863409,3890,27187,242.4,5.73
101.62084077059548,3887,27112,243.4,5.81
100.94459674359759,3883,27000,245.3,5.69
101.07921204015432,3900,27010,245.2,5.5
100.83391339034982,3880,27000,243.8,5.32
100.60050669800148,3879,27106,245.6,5.15
101.20295609196509,3887,27151,246.1,5.25
101.73043697292432,3883,27005,244.2,5.08
101.52770141764665,3879,27064,244.8,5.14
101.04209031746993,3875,27042,246.4,5.0
101.71202856596626,3888,27000,246.1,4.98
101.17434571760677,3877,27000,246.8,4.96
101.78329199746914,3883,27000,245.8,4.84
101.7364207123899,3891,27000,245.2,4.66
101.10071264552826,3900,27000,243.9,4.65
100.87524876625643,3881,27053,245.4,4.48
101.23524442905143,3872,27040,244.5,4.61
100.61398298663036,3860,27000,244.0,4.64
100.72734664577465,3875,27053,245.6,4.6
101.07781792310146,3876,27146,247.3,4.59
100.28475135937389,3880,27056,247.5,4.4
99.59085963466762,3877,27000,247.5,4.28
99.84674501985779,3892,27000,248.1,4.47
99.79429338887931,3894,27080,249.5,4.47
99.1153030917724,3879,27199,247.5,4.66
99.38028986118402,3874,27181,245.7,4.59
99.3344875455573,3891,27046,244.9,4.78
100.07296192256237,3875,27001,245.8,4.83
100.05436437057276,3892,27000,246.3,4.73
99.73148877388941,3900,27108,245.6,4.7
99.48052882559251,3883,27109,244.7,4.82
99.76189669702565,3900,27232,245.9,4.88
99.70508548812009,3900,27319,247.2,4.89
99.09652165874016,3899,27185,247.7,4.74
98.55564517666173,3900,27042,249.1,4.77
98.15037136188889,3889,27150,247.5,4.69
98.21045797283541,3900,27300,246.9,4.85
98.33181334561475,3900,27306,245.9,4.7
97.5841399323813,3900,27386,245.1,4.52
97.40040376684756,3900,27358,243.5,4.71
97.50871210910798,3900,27474,245.0,4.88
97.02496513114475,3900,27473,244.3,4.77
96.48192127978862,3900,27514,243.6,4.91
96.10459506525568,3900,27523,243.3,5.1
96.02757520012942,3887,27404,242.8,5.03
95.34195517479004,3867,27290,244.8,4.98
94.96762223135548,3850,27311,243.5,4.86
95.49671980112193,3841,27168,243.6,4.89
94.92225423219293,3860,27117,244.5,4.89
95.50387194778041,3869,27180,243.3,4.88
96.00965366648991,3867,27034,243.2,4.97
96.00768783506581,3855,27094,243.1,4.86
96.6315784001883,3835,27083,243.6,4.84
95.91548938511465,3831,27155,243.2,4.93
95.41418333632154,3824,27249,243.2,4.86
94.92270420677298,3804,27234,245.0,5.05
95.38009138245346,3791,27242,245.7,4.96
96.00056098037864,3774,27382,246.7,4.97
95.78034912931665,3773,27511,248.1,5.09
95.38130197717322,3783,27629,246.3,5.11
95.50243144489178,3772,27519,246.1,4.96
94.7486828245214,3787,27598,246.8,4.84
95.52178030152334,3806,27624,246.4,4.73
96.05938356850582,3808,27607,245.3,4.88
95.55844140530442,3814,27660,245.0,5.0
95.8764514084624,3825,27757,245.6,4.87
95.4667657570946,3820,27747,245.1,4.81
95.95983245735043,3828,27802,245.0,4.82
96.33996105113918,3818,27817,246.4,4.81
96.43898245854612,3803,27834,247.8,4.63
95.72011323078002,3814,27687,245.7,4.54
96.41138390980252,3819,27611,246.3,4.62
95.62788702844135,3825,27573,247.5,4.74
94.99859993908848,3841,27664,245.7,4.61
95.3103782007853,3857,27591,247.3,4.61
94.6543197780763,3841,27444,247.3,4.53
94.3117893407497,3824,27395,246.9,4.7
95.08976069825627,3840,27529,247.7,4.82
95.81157435680133,3830,27659,245.7,4.81
95.18164351039556,3842,27647,243.9,4.88
95.06196649543841,3842,27550,245.1,4.97
95.16464278035671,3858,27421,243.4,5.0
95.76802706501195,3850,27539,242.1,5.09
95.50833963144697,3833,27510,243.9,5.21
96.1595522131093,3849,27612,244.4,5.12
96.06646390196907,3830,27498,244.3,5.1
96.22642440395272,3811,27487,243.3,5.04
96.33075269709309,3821,27376,244.3,5.15
96.11510286836318,3825,27313,243.5,5.26
95.47461641965123,3841,27175,243.3,5.1
94.80877900430161,3845,27311,244.4,5.2
94.10798508621536,3831,27448,243.7,5.04
94.87989455908493,3845,27485,242.4,5.14
95.41064153928995,3836,27338,243.9,4.95
95.9581911392915,3841,27270,242.9,5.03
95.41926290101566,3828,27338,243.1,5.08
95.4196733544804,3836,27439,244.3,4.96
95.9176761263968,3833,27561,244.3,5.01
95.2526162725694,3843,27451,245.6,5.08
94.60055033313465,3852,27570,246.0,4.91
95.25977355672696,3832,27487,244.1,4.93
95.60332699716047,3820,27536,242.5,4.78
95.16270891332735,3816,27463,244.2,4.89
94.99693084365654,3810,27503,243.5,5.01
94.45497681694896,3802,27447,242.7,5.04
93.92713571698023,3783,27427,244.6,4.97
93.76278522182322,3777,27540,243.1,4.95
93.77831949906553,3794,27650,243.3,5.1
93.85025933613304,3807,27657,245.0,4.93
93.6736553654151,3811,27613,246.8,4.91
93.73792817197453,3791,27616,247.8,5.09
93.01836006202235,3806,27586,247.4,4.99
92.7331507547962,3791,27472,248.4,4.98
92.58498868251938,3810,27502,247.9,5.05
93.26624818889103,3807,27358,247.8,4.87
93.89624907160082,3819,27396,248.6,4.97
93.45768202754932,3830,27319,248.0,4.91
93.7382332900078,3825,27183,246.8,4.86
94.33763313157357,3838,27139,247.2,4.91
94.6414401479575,3832,27027,248.4,4.94
93.92564670427276,3820,27124,248.6,4.96
93.98740783196632,3836,27034,249.5,4.76
93.3754323196464,3820,27081,247.3,4.82
93.82573251925575,3840,27057,246.3,4.92
94.16150042423773,3855,27052,245.1,4.9
94.5709020996792,3869,27000,244.2,4.88
94.736594386307,3862,27000,244.2,4.76
94.04305777403961,3850,27000,244.2,4.94
94.61163947248589,3838,27135,243.1,4.85
94.41671757527338,3819,27235,244.4,5.04
93.89226962543377,3802,27203,244.8,5.03
94.21941916531547,3813,27263,245.3,4.91
94.91279510258151,3803,27309,246.2,4.93
95.11102359264892,3796,27427,245.4,4.87
94.46325481403433,3806,27363,245.9,4.92
94.29165137787862,3816,27452,244.0,5.07
94.74716741789831,3832,27411,244.1,4.91
94.43695777505154,3839,27458,243.9,4.79
94.5254258521492,3858,27601,245.7,4.78
94.18351444042793,3875,27707,246.6,4.82
94.94542256177333,3892,27592,247.1,5.01
95.5038518084307,3875,27610,246.3,5.04
96.10232068989404,3869,27581,248.0,5.08
96.47361988534907,3849,27567,247.2,5.18
96.76107506530931,3845,27423,246.6,5.35
96.22567932294348,3844,27462,246.8,5.55
96.70373957126762,3835,27363,245.9,5.59
97.05020466062423,3835,27430,246.6,5.39
97.35281829744875,3835,27468,248.2,5.22
96.6720232590126,3841,27448,247.2,5.15
97.15549096986797,3836,27306,247.7,4.98
97.74048843587181,3835,27160,248.2,5.12
97.34339083811767,3837,27095,248.8,4.98
97.91817718993828,3849,27106,246.6,5.17
97.9774076676133,3850,27072,247.9,5.28
97.59742143764699,3841,27000,249.3,5.13
97.12468955847646,3856,27116,247.6,5.23
97.7507867933881,3871,27150,246.2,5.4
98.21044954018225,3861,27221,244.8,5.3
97.46257975959993,3857,27185,245.9,5.19
97.95492919989901,3861,27183,247.1,5.39
98.33414474669105,3842,27304,247.5,5.4
97.63600873264951,3826,27188,247.3,5.48
98.40487276323242,3839,27185,247.3,5.53
97.88841190476985,3840,27061,248.6,5.7
97.30652276282035,3822,27068,246.7,5.65
96.51624068157781,3812,27086,245.1,5.69
96.2194521067559,3794,27055,244.9,5.55
95.55523858672008,3800,27000,245.0,5.54
96.06690581006931,3789,27000,245.1,5.62
96.00104521484818,3773,27000,245.0,5.72
95.78854959272742,3765,27000,245.7,5.91
95.86851421415253,3773,27000,247.0,5.94
95.7142483329861,3789,27087,246.5,5.96
95.68244557654111,3804,27026,244.6,5.99
95.59477888205254,3820,27072,243.2,5.97
95.13354780365117,3811,27000,243.8,6.13
94.44898574430592,3805,27096,243.7,6.31
93.9429082880313,3790,27245,245.0,6.48
93.85980809831034,3808,27177,244.6,6.6
93.5844575363831,3827,27105,245.8,6.5
92.93955325190572,3843,27095,244.0,6.35
93.72923107124346,3825,27000,244.7,6.46
93.2725767882075,3844,27001,245.7,6.62
93.83795659617893,3842,27000,244.8,6.65
93.08031146953286,3845,27000,243.3,6.52
93.17996724795391,3844,27089,244.1,6.62
92.96677744082746,3832,27006,244.8,6.71
93.42300816712394,3830,27000,246.4,6.84
92.76067472009527,3848,27000,247.0,7.0
92.87938506197321,3832,27000,248.0,7.15
93.50405553112212,3829,27000,248.9,7.09
93.20325127655511,3815,27000,248.6,7.01
92.751996265659,3802,27140,247.6,6.89
93.29622697487865,3798,27030,246.7,6.89
93.4946479933306,3808,27169,246.5,7.02
93.87490177852722,3824,27129,246.8,7.09
93.52115896353101,3841,27152,246.1,6.93
93.3991276307162,3856,27093,246.7,6.9
93.25492119441836,3873,27008,247.3,7.05
92.6025359428109,3864,27000,245.4,6.97
92.48985207983935,3865,27000,243.8,7.1
91.92892387279787,3845,27000,245.3,6.97
92.03864608152149,3859,27126,243.7,7.16
92.7822885292173,3873,27161,244.0,7.08
93.15394304500202,3882,27235,243.0,7.2
92.5197410131933,3890,27258,242.1,7.12
92.77545068162989,3878,27199,241.6,7.02
93.4042336127659,3872,27264,242.4,7.01
92.95587955670484,3862,27259,242.3,6.83
92.85930688455416,3866,27386,243.5,6.84
92.35065945183517,3846,27391,243.0,6.66
91.65777866645907,3839,27451,244.4,6.53
91.67831200327936,3856,27440,244.3,6.58
92.37417192279385,3863,27395,243.3,6.61
92.59372322855137,3880,27460,243.6,6.53
92.34221873433117,3869,27482,244.3,6.7
93.10302287107821,3865,27527,243.6,6.51
92.420089826063,3850,27511,242.0,6.62
92.36057625664175,3853,27530,243.4,6.63
92.23801224351342,3873,27639,243.3,6.44
92.82625421494583,3887,27721,244.2,6.44
92.7232721010183,3897,27835,245.3,6.29
92.02624053059681,3888,27771,244.2,6.14
92.64559148645665,3878,27918,242.6,6.1
93.31276099750245,3870,27794,241.1,5.9
93.92071442439658,3887,27923,241.2,6.04
94.63292730082883,3897,27786,243.1,6.21
94.95010810456114,3900,27850,242.9,6.16
94.65219927986682,3900,27955,241.7,6.03
94.45791601011285,3880,27879,242.5,6.21
94.66041580353446,3895,27871,243.8,6.39
94.3827128390283,3887,27763,243.7,6.3
94.53337237706656,3872,27777,243.4,6.44
93.95053734909172,3853,27660,245.1,6.62
93.8656050727929,3862,27587,246.5,6.69
94.29566588943229,3855,27567,247.0,6.81
95.09133327984757,3861,27425,248.5,6.78
95.01796285061084,3849,27281,249.8,6.74
94.79916039116162,3867,27332,248.2,6.93
95.00938686827708,3853,27276,247.2,7.13
94.44820269254431,3868,27200,247.2,7.32
94.61249562342446,3869,27116,246.5,7.21
94.4637929022699,3867,27044,244.7,7.17
94.36201258350512,3886,27175,245.7,7.19
94.99364220117174,3871,27255,244.7,7.14
94.92090373372231,3870,27284,246.4,6.96
95.55642835769798,3853,27153,247.3,6.96
94.78972664231992,3864,27112,246.6,6.92
94.95247524426502,3872,27031,246.6,7.08
95.28889854512369,3891,27000,245.7,7.18
95.34286564353773,3900,27090,246.1,7.26
95.61803482479685,3900,27217,247.1,7.09
96.08260158912988,3900,27262,246.7,6.98
95.9615967724074,3887,27196,247.0,6.92
95.51806479831039,3900,27160,248.3,7.03
95.89611170652381,3900,27046,246.8,7.15
96.08025816097972,3893,27186,244.9,7.0
95.44284305825953,3893,27103,246.2,7.14
95.93835116415778,3873,27162,245.2,7.2
95.58802985732578,3875,27240,246.7,7.38
95.62385826472071,3886,27243,244.8,7.32
95.1812525298923,3880,27130,244.3,7.41
94.98193397459289,3873,27162,244.2,7.35
95.63293269908294,3883,27171,243.2,7.49
95.96652465643683,3882,27131,244.3,7.56
96.43647586398251,3867,27104,246.2,7.71
96.9923623148267,3864,27000,245.5,7.59
96.76328606911393,3863,27000,246.9,7.57
97.52838543033182,3868,27138,247.5,7.51
98.09441939854696,3878,27060,248.7,7.66
97.3008732072438,3884,27119,249.4,7.65
96.64362180205968,3874,27069,249.3,7.83
96.12890730292219,3891,27043,247.7,7.97
95.4139857102918,3877,27071,247.9,7.85
95.49978920290309,3866,27040,247.4,7.81
95.33154368004371,3859,27013,245.6,7.87
95.60896651293848,3868,27000,243.9,7.85
95.07433802748947,3874,27000,245.2,7.86
95.33899511409786,3875,27116,244.3,7.87
95.69869935713093,3868,27253,245.2,7.72
95.71127935294567,3860,27385,243.6,7.65
96.15835529959858,3856,27257,245.1,7.48
96.46792773345835,3852,27134,245.9,7.48
96.83351270071294,3849,27085,244.6,7.48
96.87138155046354,3852,27155,244.2,7.29
96.47331270255921,3847,27123,244.2,7.41
96.21218814517057,3862,27096,243.8,7.4
96.43088714871915,3864,27060,243.0,7.25
97.1056505306975,3878,27018,241.5,7.43
97.78842091602411,3882,27103,242.2,7.49
97.78319514626061,3874,27202,241.0,7.65
97.11927197062509,3894,27338,241.1,7.55
97.37447137271478,3900,27311,241.0,7.62
96.70718407849873,3887,27380,241.5,7.51
96.532411364977,3889,27513,241.7,7.67
96.38582249442894,3885,27395,240.6,7.53
95.69147517531127,3874,27518,241.4,7.36
96.10430067693122,3867,27415,241.7,7.25
96.45304418501938,3859,27509,242.3,7.23
95.84701726937801,3870,27596,243.8,7.42
96.0749065693976,3856,27560,243.9,7.35
96.21038988339082,3848,27650,243.8,7.44
95.87031408157975,3849,27512,245.2,7.47
95.29805596624875,3830,27379,246.8,7.28
95.61705460661396,3828,27289,248.3,7.1
95.36365799675309,3824,27410,247.8,7.02
94.98986938006207,3807,27402,246.3,6.94
95.23518815533662,3804,27357,245.3,7.03
95.03565639755094,3793,27408,246.5,7.14
94.46881586293202,3785,27539,244.6,7.02
94.07849184712063,3776,27486,244.8,6.92
94.1982421301036,3768,27576,243.5,6.81
93.81590916273889,3763,27543,242.8,6.66
94.4953515699619,3772,27535,242.4,6.78
94.98707441365922,3764,27668,241.5,6.91
94.44188649609688,3758,27646,242.2,6.85
95.08116488387225,3752,27626,240.8,6.7
94.7368490127581,3736,27735,241.6,6.85
94.26956899896155,3734,27723,242.4,6.68
94.39924664968784,3725,27870,243.7,6.51
93.67730465429388,3725,28007,244.4,6.58
93.37032159085616,3709,27947,245.1,6.55
94.09104537094264,3689,27969,243.4,6.47
94.5809234951918,3688,27898,244.0,6.57
95.23448896079199,3673,28016,244.2,6.55
95.60420899836156,3674,28011,242.6,6.53
95.19998734889666,3688,28007,241.8,6.48
95.07145253932963,3695,27914,242.9,6.61
95.64403949013776,3690,28061,244.7,6.75
95.70367621784646,3695,28007,245.7,6.57
96.1523745887576,3705,27901,246.7,6.69
95.76975847511217,3687,27866,246.5,6.8
95.02792128514724,3686,27874,247.8,6.65
94.66155797134546,3679,27899,246.1,6.66
95.30041132162361,3692,27941,244.3,6.85
95.86132370409068,3690,27818,242.6,7.0
96.27981684945767,3698,27764,242.3,6.96
96.07694656290685,3678,27662,243.7,6.94
95.32136361203754,3675,27562,244.3,6.78
94.84444571084053,3691,27456,244.6,6.96
94.84432339721727,3685,27568,244.8,6.81
94.3912201223882,3686,27572,245.6,6.88
94.02126897005496,3698,27673,244.2,7.01
94.71135173249752,3687,27665,245.3,7.09
94.9704103778761,3672,27699,246.5,7.14
94.64622755154073,3682,27729,244.7,6.99
93.93328759216928,3686,27593,244.7,6.91
93.1418461058073,3673,27453,244.1,7.02
93.3824597036394,3669,27346,244.8,7.01
92.60842027688851,3666,27464,243.9,6.84
93.28323339656019,3677,27422,245.0,7.0
93.3357239255442,3659,27357,245.4,6.9
93.28853846716052,3671,27253,245.7,6.73
93.70660042644776,3657,27367,245.8,6.73
93.72829693637266,3646,27268,244.4,6.54
93.05384659076289,3644,27372,245.2,6.43
92.79801281693378,3627,27329,246.3,6.43
92.3986551080353,3638,27337,247.1,6.49
92.86922143498441,3623,27386,247.8,6.59
93.29618750563446,3612,27376,246.0,6.41
93.12463236420716,3594,27343,244.3,6.44
92.8263226924096,3597,27199,245.1,6.55
93.1682835295304,3587,27088,243.5,6.42
92.40305374952108,3604,27114,244.1,6.51
92.74049723985928,3613,27062,242.7,6.48
92.72788233251187,3625,27118,244.5,6.68
93.40697655647575,3622,27000,243.4,6.75
93.6800217218122,3625,27014,242.4,6.59
94.01215426000246,3611,27000,241.2,6.49
94.01104218108603,3606,27002,241.9,6.59
94.46408293205147,3605,27065,242.9,6.39
93.79545816083969,3610,27191,242.4,6.42
94.51674510445676,3621,27229,243.2,6.55
94.40096930667873,3630,27112,243.3,6.38
94.6486929598986,3644,27062,244.9,6.57
94.59016419847907,3657,27156,243.8,6.68
94.68454301322194,3643,27040,243.2,6.72
94.64565321028041,3636,27091,244.7,6.78
94.46336457733469,3646,27094,243.7,6.61
94.40776863262334,3651,27094,245.3,6.53
94.00586123182183,3671,27128,245.2,6.36
94.09081581394005,3661,27000,244.3,6.26
93.60138368646714,3641,27000,245.0,6.28
94.26367292865108,3653,27000,244.8,6.26
93.68297185120669,3658,27000,243.5,6.14
93.69982975192154,3657,27000,242.2,6.01
93.38239117038239,3676,27000,242.4,5.91
93.43011940309795,3665,27000,241.5,6.11
93.28443467715088,3684,27000,242.5,6.04
92.81893127845608,3682,27064,242.0,6.21
92.61754698014596,3684,27083,241.8,6.05
93.15222200639333,3667,27217,241.0,6.0
93.0807938273653,3648,27136,239.9,6.16
93.02080015391657,3635,27161,241.8,5.99
93.37970717005315,3640,27155,241.2,6.13
93.1971032170865,3629,27291,242.6,6.23
93.95773259828344,3610,27205,241.7,6.23
93.99765481531087,3627,27100,243.6,6.26
94.50167833865018,3622,27023,245.1,6.19
93.99071673321814,3637,27128,246.7,6.07
94.41887249491229,3624,27171,246.6,6.18
95.11168687755408,3618,27028,248.2,6.36
94.87107240021724,3611,27156,249.0,6.33
94.7575600382783,3611,27129,247.3,6.31
94.27982874583329,3629,27014,247.5,6.27
94.39179899782242,3641,27015,246.5,6.21
95.05004523028529,3638,27000,246.1,6.28
94.31910595423032,3622,27000,245.9,6.37
93.62124081381234,3639,27000,246.4,6.36
93.39778399472647,3637,27082,246.4,6.45
92.77863153931241,3644,27000,247.4,6.53
93.32607998217726,3651,27000,248.2,6.62
93.84387574460175,3640,27113,248.3,6.7
94.58578411572483,3636,27125,246.7,6.9
95.07888362799115,3639,27050,247.7,7.04
94.40011921151321,3621,27000,247.6,7.03
95.01675516857395,3607,27000,248.0,6.87
95.47961460948214,3626,27000,248.8,6.67
95.08499845149426,3612,27074,250.0,6.5
94.40256114412341,3630,27017,249.3,6.33
93.6555146380978,3646,27000,249.6,6.53
93.93297883182169,3657,27035,249.7,6.63
93.35818416261502,3656,27000,250.2,6.79
93.44126368759038,3654,27057,250.5,6.75
93.97036672943533,3638,27190,250.8,6.89
93.34255980594368,3621,27167,251.7,6.78
93.32364820045937,3605,27183,250.3,6.79
93.98803465878882,3617,27050,249.8,6.95
94.06457174830793,3605,27000,250.6,6.98
94.2680286325509,3595,27070,248.8,6.99
93.97368207110407,3580,27000,247.4,7.14
94.40520163325623,3599,27000,248.3,7.2
94.36648127844117,3585,27000,247.5,7.24
94.16411440471401,3593,27000,246.3,7.06
94.66395762382543,3604,27074,245.8,6.89
94.29268941492614,3586,27016,246.5,6.93
94.99788335527742,3604,27072,246.3,6.99
95.6344601155013,3586,27112,245.7,7.11
95.82161434678608,3599,27068,243.9,6.96
95.60524872900339,3586,27000,245.3,6.79
95.95711031641599,3581,27051,244.0,6.97
95.45143505594865,3566,27154,242.7,6.79
96.19165561610957,3556,27034,243.7,6.98
96.70896415993461,3561,27125,243.5,7.18
96.98001275492437,3573,27096,242.5,7.29
96.53190727718979,3571,27207,242.9,7.23
96.77615464306751,3587,27242,243.0,7.15
97.48412245409754,3575,27390,243.3,7.21
97.94760661529425,3560,27365,242.7,7.31
98.33700890880567,3557,27370,241.5,7.27
98.9236781036453,3548,27496,241.5,7.33
99.22941956822477,3529,27381,241.2,7.19
98.76540364108368,3519,27478,240.5,7.31
98.73856298736318,3523,27406,242.7,7.31
99.01026381817789,3529,27379,243.6,7.34
99.73674330554402,3520,27306,242.1,7.31
100.35322297332722,3527,27292,241.8,7.28
99.76594864369594,3507,27344,243.7,7.31
99.838609260576,3503,27410,245.1,7.45
99.99314963120821,3496,27403,243.5,7.37
100.75983748438074,3487,27406,243.4,7.48
100.12218522199952,3498,27504,243.6,7.58
99.43131348621495,3503,27435,244.4,7.46
98.78269192732144,3510,27578,243.7,7.36
98.15170201163555,3495,27703,242.7,7.3
97.65728240587237,3475,27674,242.5,7.15
97.71019168003772,3488,27790,244.3,7.21
96.99621689908774,3475,27918,244.9,7.15
97.71502663188984,3492,27998,243.3,7.08
97.259195181984,3500,27869,243.0,7.05
97.01845150607707,3488,27857,244.7,6.97
96.21976671516391,3480,27725,245.8,6.95
96.94987392436408,3470,27808,247.4,7.14
96.47897023049532,3468,27844,246.8,7.28
97.19344508532629,3469,27741,246.8,7.11
97.49907446628434,3450,27630,246.0,7.09
97.33581764018629,3457,27509,244.3,7.24
96.986451808656,3460,27365,244.0,7.25
97.13477231703752,3464,27364,244.4,7.19
97.02952011555426,3453,27402,243.9,7.24
96.50076394583564,3445,27389,243.3,7.39
95.7453382909452,3456,27520,243.5,7.45
95.69746031740243,3471,27650,244.1,7.37
95.32561821996852,3468,27726,245.8,7.4
94.6364182248997,3468,27697,244.8,7.58
94.25433077052585,3479,27835,246.4,7.53
94.96616063080252,3459,27810,244.8,7.36
95.41614017965092,3454,27694,244.3,7.42
94.66330147793191,3435,27795,245.6,7.31
94.03099439122023,3447,27685,244.2,7.13
93.9685573769816,3465,27658,246.0,6.94
93.71733400591823,3466,27620,244.7,6.79
93.08468588230981,3467,27506,244.9,6.81
93.12530344010077,3475,27632,244.2,6.94
92.66383163942245,3459,27568,244.2,6.96
93.41786241663036,3440,27497,245.7,6.79
92.71290941871563,3450,27579,244.9,6.91
93.12852073556634,3433,27655,245.9,6.97
93.10778721184758,3418,27765,245.4,6.84
92.67955725481637,3402,27707,246.9,6.72
